标题,租赁方式,户型,面积,朝向,维护,入住,楼层,电梯,车位,用水,用电,燃气,采暖,租期,看房,付款方式,租金(元/月),押金(元),服务费(元),中介费(元),链接
亚运新新家园静风园一期,整租,5室2厅4卫,457.51㎡,南 北,8天前,随时入住,地下室/3层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,55000,55000,0.0,55000,https://bj.zu.ke.com/zufang/BJ1910611416658739200.html
怡海花园恒泰园,整租,3室2厅2卫,198.00㎡,南 西,今天,随时入住,中楼层/29层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,14500,14500,0.0,14500,https://bj.zu.ke.com/zufang/BJ1910635207971569664.html
旗胜家园,整租,2室1厅1卫,89.00㎡,南 北,8天前,随时入住,中楼层/28层,有,暂无数据,民水,民电,有,自采暖,1年以内,需提前预约,季付,5300,5300,0.0,5300,https://bj.zu.ke.com/zufang/BJ1910576059762343936.html
金隅自由筑,整租,1室1厅1卫,52.00㎡,西,3天前,2025-01-03,3/7层,有,租用车位,民水,民电,有,集中供暖,1~3年,需提前预约,月付,3181,3181,,0,https://bj.zu.ke.com/zufang/BJ1832117310286987264.html
北苑家园绣菊园南区,合租,4居室,14.60㎡,南,今天,随时入住,17/25层,有,租用车位,民水,民电,有,集中供暖,7~12个月,随时可看,月付,3769,3769,,0,https://bj.zu.ke.com/zufang/BJ1832104709394006016.html
望京花园西区,合租,3居室,9.60㎡,北,3天前,2024-12-27,24/26层,有,租用车位,民水,民电,有,集中供暖,1~2年,需提前预约,月付,3213,3213,,0,https://bj.zu.ke.com/zufang/BJ1831899915454775296.html
启迪香山,整租,1室1厅2卫,47.94㎡,东,今天,随时入住,8/9层,有,暂无数据,商水,商电,有,集中供暖,1~3年,随时可看,月付,6258,6258,,0,https://bj.zu.ke.com/zufang/BJ1831857299853934592.html
邮科社区,整租,2室1厅1卫,60.00㎡,南 北,今天,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,7500,7500,0.0,7500,https://bj.zu.ke.com/zufang/BJ1910628497554931712.html
太平桥东里,整租,2室1厅1卫,74.00㎡,西南,今天,随时入住,低楼层/24层,有,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,季付,6500,6500,0.0,6500,https://bj.zu.ke.com/zufang/BJ1910633855421775872.html
荣丰2008,整租,1室1厅1卫,41.03㎡,东,今天,随时入住,6/20层,有,暂无数据,民水,民电,有,集中供暖,1~2年,随时可看,月付,6121,6121,,0,https://bj.zu.ke.com/zufang/BJ1831835681421262848.html
K2清水湾嘉园,合租,3居室,13.30㎡,东,今天,随时入住,2/6层,无,暂无数据,民水,民电,有,集中供暖,1年,随时可看,月付,1774,1774,,0,https://bj.zu.ke.com/zufang/BJ1831646042689372160.html
紫熙台,整租,6房间3卫,231.00㎡,西北,11天前,随时入住,低楼层/26层,有,租用车位,民水,商电,有,集中供暖,2年以内,需提前预约,半年付,27000,27000,0.0,27000,https://bj.zu.ke.com/zufang/BJ1910195471020720128.html
方庄南路18号院,合租,4居室,10.00㎡,西,9天前,随时入住,5/20层,有,暂无数据,民水,民电,有,自采暖,3~12个月,随时可看,月付,1900,1900,,0,https://bj.zu.ke.com/zufang/BJ1832353518707539968.html
青塔西里4号院,整租,2室1厅1卫,56.20㎡,南 北,1天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,4300,4300,0.0,4300,https://bj.zu.ke.com/zufang/BJ1910176403538575360.html
博悦府,整租,3室2厅2卫,155.73㎡,南 北,1天前,随时入住,低楼层/9层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,11500,11500,0.0,11500,https://bj.zu.ke.com/zufang/BJ1910244289506443264.html
雅成一里,整租,3室1厅1卫,105.00㎡,东南,1天前,随时入住,低楼层/25层,有,暂无数据,民水,民电,有,自采暖,3年以上,需提前预约,季付,7800,7800,0.0,7800,https://bj.zu.ke.com/zufang/BJ1910195275285135360.html
牡丹园东里,合租,3居室,12.10㎡,东南,2天前,2024-12-26,3/16层,有,租用车位,民水,民电,有,集中供暖,7~12个月,需提前预约,月付,4084,4084,,0,https://bj.zu.ke.com/zufang/BJ1832372721141415936.html
双榆树北里,合租,3居室,15.58㎡,南,今天,随时入住,6/6层,无,暂无数据,民水,民电,有,集中供暖,1~2年,随时可看,月付,4399,4399,,0,https://bj.zu.ke.com/zufang/BJ1832316983069114368.html
柏林爱乐四期,合租,4居室,19.50㎡,南,今天,随时入住,10/16层,有,租用车位,民水,民电,有,集中供暖,2~4个月,随时可看,月付,3076,3076,,0,https://bj.zu.ke.com/zufang/BJ1832289560889917440.html
皂君东里,整租,3室1厅1卫,67.70㎡,南 北,今天,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,1年以内,需提前预约,季付,8000,8000,0.0,8000,https://bj.zu.ke.com/zufang/BJ1910195796737785856.html
都市芳园丽湖园,整租,5室2厅2卫,164.55㎡,南 北,9天前,随时入住,中楼层/5层,无,免费使用,民水,民电,有,集中供暖,1年以内,需提前预约,季付,6500,6500,0.0,6500,https://bj.zu.ke.com/zufang/BJ1910246038535405568.html
望园东里,合租,3居室,11.00㎡,东,今天,随时入住,3/6层,无,租用车位,民水,民电,有,集中供暖,1年,随时可看,月付,2656,2656,,0,https://bj.zu.ke.com/zufang/BJ1832297249804124160.html
北京方糖,整租,3房间1卫,58.60㎡,北,9天前,随时入住,中楼层/8层,有,暂无数据,商水,商电,有,集中供暖,3年以内,需提前预约,季付,5800,5800,0.0,5800,https://bj.zu.ke.com/zufang/BJ1910279095208378368.html
日坛国际公寓,整租,3室1厅1卫,80.00㎡,东,今天,随时入住,高楼层/18层,有,租用车位,民水,民电,有,集中供暖,1年以内,需提前预约,季付,11500,11500,0.0,11500,https://bj.zu.ke.com/zufang/BJ1960561845911683072.html
怡海花园恒泰园,整租,3室1厅2卫,155.06㎡,西南,3天前,2025-02-01,高楼层/28层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,14000,14000,0.0,14000,https://bj.zu.ke.com/zufang/BJ1960561468046835712.html
马南里,整租,2室1厅1卫,61.00㎡,南 北,2天前,随时入住,高楼层/6层,无,租用车位,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4500,4500,0.0,4500,https://bj.zu.ke.com/zufang/BJ1960559994017415168.html
角门11号院,整租,2室1厅1卫,61.00㎡,南,2天前,随时入住,低楼层/16层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,6000,6000,0.0,6000,https://bj.zu.ke.com/zufang/BJ1960562468757438464.html
合生麒麟社,整租,2房间1卫,69.96㎡,西南,2天前,随时入住,高楼层/29层,有,暂无数据,商水,商电,有,集中供暖,暂无数据,需提前预约,季付,6000,6000,0.0,6000,https://bj.zu.ke.com/zufang/BJ1960561949670375424.html
石园北区,整租,2室1厅1卫,78.00㎡,南 北,今天,随时入住,低楼层/16层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,3000,3000,0.0,3000,https://bj.zu.ke.com/zufang/BJ1960563205130420224.html
南竺园,整租,2室1厅1卫,60.00㎡,南 北,7天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,3600,3600,0.0,3600,https://bj.zu.ke.com/zufang/BJ1960563228547219456.html
京贸家园,整租,2室1厅1卫,74.94㎡,南,2天前,随时入住,高楼层/18层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,年付,3600,3600,0.0,3600,https://bj.zu.ke.com/zufang/BJ1960569056666845184.html
义宾北区,整租,2室1厅1卫,65.00㎡,南 北,1天前,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,2400,2400,0.0,2400,https://bj.zu.ke.com/zufang/BJ1960569439137038336.html
光辉里小区,整租,2室1厅1卫,58.17㎡,东,今天,随时入住,1/18层,有,租用车位,民水,民电,有,集中供暖,1~3年,随时可看,月付,8284,8284,,0,https://bj.zu.ke.com/zufang/BJ1959610396687990784.html
公园懿府,整租,3室2厅2卫,128.00㎡,南 北,1天前,随时入住,低楼层/15层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,8000,8000,0.0,8000,https://bj.zu.ke.com/zufang/BJ1960567136413810688.html
天润别墅,整租,4室2厅3卫,217.00㎡,南 北,2天前,随时入住,低楼层/1层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,10000,10000,0.0,10000,https://bj.zu.ke.com/zufang/BJ1960564535660118016.html
苇子坑1号院,整租,3室1厅1卫,47.80㎡,南,3天前,随时入住,低楼层/5层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,5000,5000,0.0,5000,https://bj.zu.ke.com/zufang/BJ1960611075376283648.html
安贞西里,合租,2居室,35.00㎡,南,7天前,随时入住,5/6层,无,暂无数据,民水,民电,有,暂无数据,1年,随时可看,季付,4300,4300,,0,https://bj.zu.ke.com/zufang/BJ1959927680254083072.html
顺驰蓝调,整租,3室1厅2卫,138.33㎡,西北,11天前,随时入住,高楼层/20层,有,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,10000,10000,0.0,10000,https://bj.zu.ke.com/zufang/BJ1960612058995097600.html
金地格林格林,整租,2室1厅1卫,75.67㎡,南,1天前,随时入住,中楼层/18层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,3900,3900,0.0,3900,https://bj.zu.ke.com/zufang/BJ1960611759056224256.html
澳林春天五期,整租,2室2厅2卫,112.00㎡,西北,1天前,2025-01-26,高楼层/24层,有,租用车位,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,9000,9000,0.0,9000,https://bj.zu.ke.com/zufang/BJ1960608217201377280.html
国锐金嵿,整租,3房间1卫,101.00㎡,南,4天前,随时入住,低楼层/27层,有,暂无数据,商水,商电,有,集中供暖,1年以内,需提前预约,季付,8000,8000,0.0,8000,https://bj.zu.ke.com/zufang/BJ1960593345537376256.html
中建国际城,整租,2室1厅1卫,69.96㎡,南,8天前,随时入住,中楼层/14层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4600,4600,0.0,4600,https://bj.zu.ke.com/zufang/BJ1960598006067625984.html
安苑东里一区,整租,2室1厅1卫,56.79㎡,南,7天前,随时入住,2/6层,无,暂无数据,民水,民电,有,暂无数据,6个月,随时可看,季付,5300,5300,,0,https://bj.zu.ke.com/zufang/BJ1968163429927616512.html
启迪香山,整租,3房间1卫,48.00㎡,西,2天前,随时入住,中楼层/9层,有,暂无数据,商水,商电,有,集中供暖,1年以内,需提前预约,半年付,5200,5200,0.0,5200,https://bj.zu.ke.com/zufang/BJ1960594282762993664.html
依翠园,整租,1室1厅1卫,52.66㎡,北,6天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,一般下班后可看,季付,4300,4300,0.0,4300,https://bj.zu.ke.com/zufang/BJ1960591951573024768.html
甘家口小区,整租,3室1厅1卫,87.00㎡,南 北,2天前,随时入住,高楼层/6层,无,租用车位,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,8600,8600,0.0,8600,https://bj.zu.ke.com/zufang/BJ1960600262062112768.html
天恒旭辉7号院,整租,4房间2卫,59.00㎡,东 西,11天前,随时入住,中楼层/7层,有,暂无数据,商水,商电,有,集中供暖,暂无数据,一般下班后可看,季付,2800,2800,0.0,2800,https://bj.zu.ke.com/zufang/BJ1960594395363278848.html
和平街十三区,合租,3居室,8.90㎡,北,今天,随时入住,3/16层,有,暂无数据,民水,民电,有,集中供暖,1~2年,随时可看,月付,2793,2793,,0,https://bj.zu.ke.com/zufang/BJ1967960513136558080.html
旗舰凯旋二三期,整租,2室2厅2卫,101.46㎡,南 北,2天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4100,4100,0.0,4100,https://bj.zu.ke.com/zufang/BJ1960616057601261568.html
逸成东苑,合租,3居室,7.50㎡,南,3天前,2025-01-17,17/17层,有,租用车位,民水,民电,有,集中供暖,7~12个月,需提前预约,月付,3003,3003,,0,https://bj.zu.ke.com/zufang/BJ1959916112418177024.html
逸成东苑,合租,3居室,9.90㎡,北,今天,随时入住,8/15层,有,租用车位,民水,民电,有,集中供暖,1~2年,随时可看,月付,3108,3108,,0,https://bj.zu.ke.com/zufang/BJ1968165526450470912.html
晨光家园B区,合租,3居室,10.30㎡,南,今天,随时入住,12/21层,有,租用车位,民水,民电,有,集中供暖,2~4个月,随时可看,月付,3003,3003,,0,https://bj.zu.ke.com/zufang/BJ1968005565065986048.html
运乔嘉园,整租,2室1厅1卫,93.20㎡,南 北,11天前,随时入住,中楼层/6层,无,租用车位,民水,民电,有,自采暖,1年以内,需提前预约,季付,3300,3300,0.0,3300,https://bj.zu.ke.com/zufang/BJ1960616180553089024.html
潘家园南里,整租,1室1厅1卫,45.12㎡,南,今天,随时入住,16/16层,有,租用车位,民水,民电,有,集中供暖,1~2年,随时可看,月付,5313,5313,,0,https://bj.zu.ke.com/zufang/BJ1947526362621280256.html
乐府江南,整租,1室1厅1卫,38.22㎡,南,今天,随时入住,高楼层/9层,有,租用车位,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,4700,4700,0.0,4700,https://bj.zu.ke.com/zufang/BJ1943616599118315520.html
富力金禧花园,整租,2室1厅1卫,88.00㎡,东南,13天前,随时入住,高楼层/27层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,6400,6400,0.0,6400,https://bj.zu.ke.com/zufang/BJ1943618881222344704.html
天恒乐DO,整租,2房间1卫,59.52㎡,东北,6天前,随时入住,中楼层/13层,有,暂无数据,商水,商电,有,集中供暖,暂无数据,需提前预约,季付,2400,2400,0.0,2400,https://bj.zu.ke.com/zufang/BJ1943624560892968960.html
绿景苑,整租,3室2厅2卫,132.20㎡,南,4天前,随时入住,低楼层/18层,有,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,季付,15000,15000,0.0,15000,https://bj.zu.ke.com/zufang/BJ1943619951227043840.html
八角北路,整租,2室1厅1卫,56.77㎡,南 北,6天前,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,4300,4300,0.0,4300,https://bj.zu.ke.com/zufang/BJ1943634898715672576.html
洋桥职工住宅,整租,2室1厅1卫,109.23㎡,东,今天,随时入住,6/17层,有,暂无数据,民水,民电,有,集中供暖,1~3年,随时可看,月付,8179,8179,,0,https://bj.zu.ke.com/zufang/BJ1947207702841131008.html
北京机床研究所家属楼,整租,1室1厅1卫,48.64㎡,南 北,1天前,随时入住,中楼层/5层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,900,900,0.0,900,https://bj.zu.ke.com/zufang/BJ1943636034302509056.html
弘善家园,整租,3室1厅1卫,91.00㎡,东,1天前,随时入住,中楼层/28层,有,暂无数据,民水,民电,有,自采暖,1年以内,需提前预约,季付,7300,7300,0.0,7300,https://bj.zu.ke.com/zufang/BJ1943636882042650624.html
荣丰2008,整租,1室1厅1卫,48.96㎡,东南,13天前,随时入住,中楼层/20层,有,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,季付,9500,9500,0.0,9500,https://bj.zu.ke.com/zufang/BJ1943645332562771968.html
老山西里,合租,3居室,13.00㎡,南,10天前,随时入住,1/6层,无,租用车位,民水,民电,有,集中供暖,3~12个月,随时可看,季付,1700,1700,,0,https://bj.zu.ke.com/zufang/BJ1947511285365080064.html
御园A区,整租,2室1厅1卫,84.79㎡,南 北,12天前,随时入住,低楼层/15层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,年付,2600,2600,0.0,2600,https://bj.zu.ke.com/zufang/BJ1943642128387145728.html
珠江骏景南区,整租,2室1厅1卫,118.39㎡,南,4天前,随时入住,低楼层/23层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,11000,11000,0.0,11000,https://bj.zu.ke.com/zufang/BJ1943649435166703616.html
铁路宿舍,整租,2室1厅1卫,60.08㎡,南 北,13天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,季付,3000,3000,0.0,3000,https://bj.zu.ke.com/zufang/BJ1943648704007241728.html
华严北里小区,合租,3居室,6.80㎡,南,今天,随时入住,16/18层,有,租用车位,民水,民电,有,集中供暖,1年,随时可看,月付,2656,2656,,0,https://bj.zu.ke.com/zufang/BJ1947515887904882688.html
定慧北里,整租,2室1厅1卫,77.56㎡,南 北,6天前,随时入住,中楼层/12层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,7300,7300,0.0,7300,https://bj.zu.ke.com/zufang/BJ1943649695985303552.html
龙腾苑三区,合租,3居室,11.80㎡,北,今天,随时入住,5/6层,无,暂无数据,民水,民电,有,自采暖,1~4个月,随时可看,月付,2446,2446,,0,https://bj.zu.ke.com/zufang/BJ1840476122903478272.html
晨光小区,整租,2室1厅1卫,54.47㎡,东 西,12天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,4800,4800,0.0,4800,https://bj.zu.ke.com/zufang/BJ1943660237764427776.html
当代城市家园,整租,1室1厅1卫,54.00㎡,北,今天,随时入住,1/12层,有,租用车位,民水,民电,有,自采暖,1~12个月,随时可看,月付,6079,6079,,0,https://bj.zu.ke.com/zufang/BJ1840387304422637568.html
西坝河东里,整租,1室1厅1卫,39.40㎡,东,今天,随时入住,12/24层,有,暂无数据,民水,民电,有,集中供暖,1年,随时可看,月付,6604,6604,,0,https://bj.zu.ke.com/zufang/BJ1840715453089972224.html
世纪星家园,合租,4居室,13.50㎡,南,今天,随时入住,6/29层,有,租用车位,民水,民电,有,集中供暖,1年,随时可看,月付,3664,3664,,0,https://bj.zu.ke.com/zufang/BJ1841596339662618624.html
东关北里小区,整租,2室1厅1卫,84.30㎡,南,3天前,2025-01-04,5/6层,无,暂无数据,民水,民电,有,集中供暖,1年,需提前预约,月付,4546,4546,,0,https://bj.zu.ke.com/zufang/BJ1841444412010266624.html
东亚瑞晶苑,整租,2室1厅1卫,78.96㎡,南,1天前,随时入住,高楼层/22层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,3550,3550,0.0,3550,https://bj.zu.ke.com/zufang/BJ1943685937091313664.html
北京方糖,整租,5房间2卫,88.87㎡,西南,今天,随时入住,高楼层/8层,有,暂无数据,商水,商电,有,集中供暖,暂无数据,需提前预约,季付,8500,8500,0.0,8500,https://bj.zu.ke.com/zufang/BJ1943688553942745088.html
